client_id,name,is_live,status,last_updated,onboarded_on,location,email,phone_number,risk_score,created_ts,updated_by
C1099,Kevin Hopkins,Y,Offboarded,30-05-2025,09-03-2025,UK,ogibson@example.com,428-922-7264,0.1,09-03-2025 00:00,wmcintosh
C1100,Dana Shah,N,Inactive,20-05-2025,19-03-2024,India,taylormichael@example.net,(926)685-7836,0.56,19-03-2024 00:00,cgallagher
C1101,Jessica Harvey,N,Offboarded,28-12-2024,15-09-2024,India,jillrowland@example.org,+1-976-666-8825x37401,0.93,15-09-2024 00:00,scott25
C1102,Timothy Santiago,N,Offboarded,17-01-2024,15-03-2024,UK,sawyerjennifer@example.net,(995)708-2200x0305,0.88,15-03-2024 00:00,trivas
C1103,Jason Baker,Y,Inactive,23-01-2025,25-02-2024,Canada,lmurray@example.com,341.440.7799x5644,0.33,25-02-2024 00:00,adamsjoann
C1104,Harry Matthews,Y,Inactive,08-08-2024,07-04-2025,Germany,brentfrazier@example.com,001-298-799-7255x57990,0.6,07-04-2025 00:00,carolmunoz
C1105,Stephen Delacruz,Y,Inactive,04-07-2024,05-02-2024,Australia,elizabethkline@example.org,(597)715-8599x8653,0.1,05-02-2024 00:00,curtis11
C1106,Kenneth Smith,N,Inactive,12-04-2024,31-10-2024,Australia,ericamercer@example.org,(555)535-0219x93182,0.08,31-10-2024 00:00,christopherspencer
C1107,Valerie Rose,Y,Offboarded,19-04-2024,29-03-2024,India,dpineda@example.org,889.377.8051,0.51,29-03-2024 00:00,jerry01
C1108,Brandon Farmer,N,Offboarded,19-12-2024,29-07-2024,USA,elewis@example.org,573-710-7924,0.35,29-07-2024 00:00,lesliebenitez
C1109,Jennifer Green,Y,Offboarded,09-07-2024,27-11-2024,Germany,xtaylor@example.org,560-761-4477x2852,0.2,27-11-2024 00:00,robincooper
C1110,Jeremy Wallace,N,Active,26-11-2024,13-09-2024,USA,tonya43@example.net,868-381-3652x9410,0.07,13-09-2024 00:00,shannon25
C1111,Robert Gonzalez,Y,Offboarded,08-06-2025,23-12-2024,India,andrew54@example.net,(539)682-2065x15318,0.92,23-12-2024 00:00,martineugene
C1112,James Green,N,Inactive,13-02-2025,06-11-2024,Canada,lcopeland@example.net,(308)738-2795x71421,0.87,06-11-2024 00:00,jasoncook
C1113,Rebecca Little,N,Inactive,02-05-2025,02-11-2024,UK,donnataylor@example.com,906.930.1140x456,0.53,02-11-2024 00:00,mendozabilly
C1114,Timothy Velasquez,N,Inactive,03-11-2024,05-02-2024,Australia,tylerestrada@example.net,(251)691-8269x71329,0.03,05-02-2024 00:00,jennifer88
C1115,Steven Ibarra,Y,Active,17-04-2025,12-06-2024,Australia,regina20@example.com,(354)577-2912,0.16,12-06-2024 00:00,alvarezlauren
C1116,Laurie Leon,N,Offboarded,15-02-2024,10-06-2024,Australia,ymiddleton@example.net,001-553-208-4951x78305,0.55,10-06-2024 00:00,derek83
C1117,Renee Harris,N,Offboarded,10-12-2024,14-04-2024,Canada,umurphy@example.org,254-637-3205x56506,0.07,14-04-2024 00:00,bethany53
C1118,Joseph Little,N,Offboarded,10-12-2024,23-12-2024,India,woodwardandrew@example.net,001-683-459-2951x42430,0.56,23-12-2024 00:00,estewart
C1119,Kyle Mitchell,N,Active,20-02-2025,13-11-2024,Canada,kellyjames@example.org,001-943-473-1355x5027,0.63,13-11-2024 00:00,phicks
C1120,Sarah Clark,Y,Inactive,28-04-2025,24-04-2025,Canada,derekwilkerson@example.com,862.821.5599x870,0.01,24-04-2025 00:00,ruizbarbara
C1121,Elizabeth Young,N,Active,11-10-2024,31-07-2024,Canada,alvin37@example.org,425-723-5792,0.08,31-07-2024 00:00,michele56
C1122,Tami Salinas,N,Inactive,25-02-2024,03-05-2025,USA,martinezpatrick@example.org,(759)237-8757x335,0.75,03-05-2025 00:00,donna64
C1123,Frank Haynes,N,Active,26-02-2024,14-05-2024,India,mconley@example.net,001-492-790-1700x31869,0.33,14-05-2024 00:00,davisjeanne
C1124,Donald Santana,N,Offboarded,28-03-2025,06-09-2024,Australia,valenciajacob@example.org,469-675-8219x37540,0.53,06-09-2024 00:00,drewclark
C1125,Jenny Hall,Y,Active,04-06-2024,19-05-2024,India,roberta45@example.com,001-548-705-5137x5157,0.5,19-05-2024 00:00,susanchoi
C1126,Rebecca Lopez,N,Offboarded,04-04-2025,27-09-2024,Australia,marisabarry@example.org,519.373.0410x68042,0.03,27-09-2024 00:00,donna45
C1127,Jenny Wright,Y,Offboarded,08-02-2025,26-03-2025,Germany,blynn@example.com,(291)574-2689x4258,0.25,26-03-2025 00:00,qayers
C1128,Kevin Young,N,Inactive,07-05-2024,29-01-2025,UK,jeanettewilkinson@example.org,(314)575-6015,0.48,29-01-2025 00:00,bradharris
C1129,Ronald Liu,Y,Offboarded,20-01-2024,02-12-2024,India,martinezregina@example.net,+1-731-356-1378x055,0.76,02-12-2024 00:00,coxsuzanne
C1130,Mercedes Jenkins,Y,Active,05-02-2025,19-11-2024,India,meganfox@example.com,375-615-9538x52433,0.39,19-11-2024 00:00,yatespaul
C1131,Emily Bennett,N,Offboarded,07-11-2024,23-02-2025,Germany,gina58@example.org,813.519.3290,0.58,23-02-2025 00:00,csandoval
C1132,David Hogan,N,Active,18-04-2025,27-09-2024,Canada,marie99@example.net,001-554-262-4308x89007,0.89,27-09-2024 00:00,zpeterson
C1133,Natalie Marshall,N,Active,15-01-2024,17-09-2024,Germany,lisa43@example.com,796.655.8384,0.89,17-09-2024 00:00,wlam
C1134,Mary Green,N,Active,29-01-2024,06-04-2024,Canada,jacksonandrew@example.org,300.221.9059x2665,0.48,06-04-2024 00:00,williswilliam
C1135,Bobby Griffin,Y,Inactive,30-05-2025,22-12-2024,India,jessica94@example.org,(633)720-7613,0.55,22-12-2024 00:00,annturner
C1136,Jeffrey Pratt,Y,Inactive,10-03-2025,05-05-2024,Australia,yclark@example.net,-10527,0.22,05-05-2024 00:00,zrodriguez
C1137,Gabriella Shaw,Y,Offboarded,06-01-2024,19-04-2025,Australia,evargas@example.com,001-581-238-3023,0.03,19-04-2025 00:00,imatthews
C1138,Alexandra Allen,N,Offboarded,14-07-2024,05-01-2024,USA,shawntownsend@example.org,900.798.7336,0.49,05-01-2024 00:00,wrighttara
C1139,Dr. Gregory Gamble Jr.,Y,Active,12-06-2025,27-09-2024,India,jamesmay@example.net,(468)403-6091x2741,0.44,27-09-2024 00:00,roger78
C1140,Douglas Schneider,N,Active,13-04-2025,15-01-2025,UK,ushepard@example.org,-4144,0.23,15-01-2025 00:00,stephaniewalker
C1141,Ricardo Shannon,N,Offboarded,10-10-2024,08-05-2025,India,cynthiathompson@example.net,(434)794-1067,0.02,08-05-2025 00:00,kelleybrett
C1142,Tonya Leblanc,N,Active,11-03-2025,22-10-2024,UK,nancyparsons@example.org,(653)460-2265x514,0.94,22-10-2024 00:00,csharp
C1143,Cody Reyes,N,Offboarded,16-05-2025,03-02-2024,Australia,moorecasey@example.net,001-746-785-9782x1533,0.72,03-02-2024 00:00,katherinepadilla
C1144,Mrs. Nicole Gonzalez,Y,Active,22-01-2024,12-02-2024,UK,amanda64@example.org,555-354-8732,0.46,12-02-2024 00:00,scott79
C1145,James Gonzalez,N,Offboarded,16-01-2024,03-02-2024,Australia,daniel66@example.com,610.681.4791x639,0.91,03-02-2024 00:00,vernonboyd
C1146,Ashley Solomon,N,Offboarded,30-08-2024,24-01-2025,USA,jamescasey@example.net,001-952-214-9907x8079,0.42,24-01-2025 00:00,saralowe
C1147,Kayla Smith,Y,Offboarded,02-10-2024,29-04-2025,Germany,jordansandra@example.net,001-392-309-8291x888,0.97,29-04-2025 00:00,taylorkathryn
C1148,Randy Wallace,Y,Offboarded,15-04-2025,17-09-2024,India,qhatfield@example.org,(807)966-9675x8122,0.67,17-09-2024 00:00,jasonsanchez
C1149,Jared Williams,Y,Offboarded,02-02-2025,20-05-2025,Australia,youngstephanie@example.org,907.457.0239,0.48,20-05-2025 00:00,clarkjonathan
C1150,Todd Robinson,N,Active,06-03-2024,03-01-2025,USA,josephburke@example.com,-3996,0.03,03-01-2025 00:00,tyler83
C1151,Damon Rodriguez,N,Offboarded,01-05-2025,21-01-2024,Germany,jessica53@example.org,001-574-484-0181x75231,0.98,21-01-2024 00:00,nicholascarrillo
C1152,Melissa Smith,Y,Active,12-02-2025,10-03-2024,UK,floreschristopher@example.com,661-327-9589,0.51,10-03-2024 00:00,curtishanna
C1153,Courtney Riddle,Y,Inactive,06-06-2025,26-04-2025,UK,kennethnavarro@example.com,695.426.7439x86125,0.87,26-04-2025 00:00,kenneth20
C1154,Kimberly Richardson,Y,Active,05-07-2025,17-12-2024,USA,nicholecummings@example.net,942-573-3521,0.2,17-12-2024 00:00,brownamanda
C1155,Dr. Amanda Mejia,N,Active,23-04-2025,29-01-2024,Germany,tiffany34@example.com,001-413-487-2464x98556,0.86,29-01-2024 00:00,aguirrelouis
C1156,Veronica Bryant,Y,Offboarded,13-01-2024,24-03-2025,UK,nicolemoore@example.com,482-333-3687,0.43,24-03-2025 00:00,michael10
C1157,Sarah Long,Y,Inactive,19-01-2025,21-06-2024,USA,jamiesanders@example.com,(802)608-5708x65864,0.57,21-06-2024 00:00,kenneth96
C1158,Timothy Diaz,N,Offboarded,24-02-2025,02-06-2024,Canada,lanepeter@example.com,+1-225-581-8060x36280,0.65,02-06-2024 00:00,ambergarza
C1159,Amanda Moore,Y,Offboarded,13-06-2025,01-09-2024,Australia,david65@example.net,555.736.3175x9245,0.19,01-09-2024 00:00,sonya66
C1160,Shannon Brown,Y,Inactive,18-06-2024,26-05-2024,UK,nicole10@example.net,946-550-3301x894,0.39,26-05-2024 00:00,millergina
C1161,Charles Lewis,N,Offboarded,17-01-2025,28-01-2024,India,llamb@example.com,573-557-5431x87636,0.81,28-01-2024 00:00,joseph90
C1162,Gary Flynn,N,Offboarded,11-04-2025,20-09-2024,Germany,kellymorris@example.org,530.581.1612,0.53,20-09-2024 00:00,jessica69
C1163,Regina Byrd,N,Offboarded,13-09-2024,17-01-2024,USA,mollytapia@example.com,936.339.5374x152,0.38,17-01-2024 00:00,victor45
C1164,Katherine Vega,Y,Offboarded,04-03-2024,04-05-2024,Australia,brandonbest@example.com,416.675.4322,0.48,04-05-2024 00:00,pwelch
C1165,Alexis Jones,N,Active,21-03-2025,11-11-2024,Canada,kaylafrederick@example.com,333-788-8096x60118,0.84,11-11-2024 00:00,davidcarlson
C1166,Victoria Ross,N,Active,28-09-2024,27-09-2024,India,floressteven@example.com,+1-597-420-4836x6727,0.5,27-09-2024 00:00,kellychase
C1167,Holly Ramos,Y,Active,17-12-2024,28-03-2025,UK,dominichernandez@example.net,307.599.8231,0.25,28-03-2025 00:00,josefuller
C1168,Melissa Adams,N,Inactive,25-06-2024,05-03-2024,Australia,gbray@example.org,996-519-9760,0.69,05-03-2024 00:00,fgriffith
C1169,Melissa Wilson,Y,Inactive,07-03-2024,01-07-2024,USA,timothy49@example.org,001-541-305-4230,0.81,01-07-2024 00:00,fostersheila
C1170,Lisa Santos,Y,Active,22-01-2024,05-09-2024,USA,donald90@example.org,454-860-5538x7808,0.21,05-09-2024 00:00,martinezwilliam
C1171,Laurie Glenn,Y,Offboarded,14-06-2025,21-04-2025,Germany,owensconnor@example.net,851-531-4159,0.4,21-04-2025 00:00,lnguyen
C1172,Charles Stephens,N,Inactive,24-06-2025,19-10-2024,Canada,charlessimpson@example.net,001-637-265-9978x0206,0.03,19-10-2024 00:00,terrance66
C1173,Jamie Alvarado,Y,Active,11-09-2024,22-07-2024,Canada,paul86@example.org,312-999-6405x7367,0.9,22-07-2024 00:00,lperkins
C1174,Wanda Keller,N,Inactive,20-06-2025,15-01-2024,India,richardsonmeghan@example.com,-4659,0.09,15-01-2024 00:00,clayton27
C1175,Michael Taylor,Y,Offboarded,13-01-2024,03-04-2024,Germany,samantha99@example.org,(824)762-5810,0.94,03-04-2024 00:00,anthony45
C1176,Tanner Meyer,N,Offboarded,28-01-2024,22-03-2024,Germany,zwilliams@example.net,(260)504-6312,0.44,22-03-2024 00:00,mortiz
C1177,Bryan Levine,N,Active,19-05-2025,21-12-2024,India,sclark@example.net,2216768706,0.02,21-12-2024 00:00,kristopher29
C1178,Johnny Booth,N,Inactive,06-06-2024,07-08-2024,Germany,jillcompton@example.org,830.443.3146x0826,0.14,07-08-2024 00:00,tonyalloyd
C1179,Robert Martinez,Y,Inactive,11-12-2024,01-10-2024,Germany,jessicarivera@example.com,001-581-864-6567x69480,0.96,01-10-2024 00:00,mburns
C1180,Jeffrey Brown,Y,Offboarded,15-08-2024,28-04-2024,Germany,uthompson@example.com,647-790-3801x3255,0.76,28-04-2024 00:00,larry51
C1181,Destiny Adams,N,Inactive,22-12-2024,25-11-2024,India,colinmay@example.org,+1-618-975-2865x978,0.07,25-11-2024 00:00,katiebaxter
C1182,Clayton Acevedo,Y,Active,08-01-2025,04-12-2024,Canada,popeclarence@example.com,(697)413-6438x2892,0.83,04-12-2024 00:00,qjones
C1183,Jay Walker,Y,Inactive,13-12-2024,10-01-2025,USA,zchase@example.org,001-407-840-8736x815,0.78,10-01-2025 00:00,sheltonwilliam
C1184,Lisa Williams,N,Inactive,03-10-2024,22-07-2024,USA,ruben20@example.org,734.846.8782x9569,0.84,22-07-2024 00:00,imendoza
C1185,Kimberly Reyes,N,Inactive,30-04-2024,09-08-2024,Canada,oschneider@example.com,819.463.3969x19018,0.8,09-08-2024 00:00,antoniopatel
C1186,Ashley Davis,Y,Offboarded,09-06-2024,20-09-2024,Canada,brittneyfisher@example.net,802.350.8523x08793,0.24,20-09-2024 00:00,mcbridetimothy
C1187,Patrick Obrien,Y,Offboarded,06-06-2024,17-12-2024,Canada,ernestcarter@example.org,726-415-3793,0.23,17-12-2024 00:00,markfletcher
C1188,Andrew Brown,N,Active,21-09-2024,24-11-2024,India,angela64@example.com,379.263.8930x82737,0.38,24-11-2024 00:00,evanspaul
C1189,Andre King,Y,Inactive,12-01-2025,17-03-2024,Canada,chelseamullen@example.com,(827)909-0430x87886,0.4,17-03-2024 00:00,ubryant
C1190,Lydia Johnson,N,Offboarded,05-11-2024,08-01-2025,USA,adammoses@example.com,001-536-820-6670x8398,0.43,08-01-2025 00:00,rhonda26
C1191,Matthew Vega,Y,Active,28-01-2025,12-06-2024,Australia,keithcook@example.net,500-278-5533x694,0.18,12-06-2024 00:00,robertsfrank
C1192,Ryan Phillips,N,Active,16-08-2024,24-03-2024,USA,townsendmichael@example.org,354-476-8830x30817,0.45,24-03-2024 00:00,tmoore
C1193,Nichole Ross,N,Active,20-03-2025,18-07-2024,Canada,rrichard@example.net,001-642-216-7459x1897,0.64,18-07-2024 00:00,rwhite
C1194,Jessica Blevins,Y,Active,08-05-2025,20-08-2024,Australia,chadrojas@example.org,7135220787,0.89,20-08-2024 00:00,elizabeth75
C1195,Keith Ramirez,Y,Inactive,15-06-2024,26-03-2025,UK,saramatthews@example.com,263.907.6825x9739,0.42,26-03-2025 00:00,pmorales
C1196,Marc Olsen,Y,Inactive,04-04-2025,06-01-2024,USA,wyattgreene@example.net,001-391-253-5818x3947,0.59,06-01-2024 00:00,georgelori
C1197,Brian Martin,N,Active,21-04-2024,23-06-2024,Canada,jacquelineowens@example.com,(407)496-8871x95287,0.64,23-06-2024 00:00,andersonmark
C1198,James Barber,Y,Offboarded,12-02-2025,21-03-2025,Australia,ruben15@example.org,(827)604-6909x263,0.52,21-03-2025 00:00,pchavez
C1199,James Cummings,Y,Inactive,06-11-2024,16-08-2024,Australia,srios@example.com,001-988-543-3891x46260,0.66,16-08-2024 00:00,ebony23
C1200,Nicholas Mercer MD,N,Offboarded,14-08-2024,22-05-2024,Australia,thorntonhaley@example.org,(263)906-6063,0.63,22-05-2024 00:00,alisonaguilar
C1201,Tonya Taylor,N,Active,25-04-2025,26-03-2024,India,duanepeck@example.com,001-781-536-0167x39875,0.71,26-03-2024 00:00,daniel35
C1202,Latoya Williams,Y,Offboarded,09-02-2025,17-02-2025,Germany,sadams@example.org,758.917.3461x745,0.69,17-02-2025 00:00,whicks
C1203,Matthew Diaz,Y,Active,29-10-2024,19-08-2024,Canada,josephbooth@example.com,+1-866-577-2893x66976,0.65,19-08-2024 00:00,morgansalas
C1204,Joseph Murphy,N,Active,05-04-2024,06-07-2024,Germany,zcamacho@example.org,877-639-0020x1864,0.33,06-07-2024 00:00,tsilva
C1205,Ann Walker,Y,Offboarded,05-02-2025,24-12-2024,USA,daniel50@example.org,-6049,0.6,24-12-2024 00:00,david99
C1206,Andrea Romero,N,Offboarded,04-02-2024,18-07-2024,USA,bmcgee@example.com,(946)873-9149,0.76,18-07-2024 00:00,thomas10
C1207,Brian Gomez,Y,Active,10-08-2024,08-05-2025,Australia,antonio98@example.org,449-200-5634,0.15,08-05-2025 00:00,vfischer
C1208,Donald Crosby,N,Offboarded,22-04-2024,12-04-2024,India,jessicaalvarez@example.com,(405)643-5294,0.8,12-04-2024 00:00,bsullivan
C1209,Tammie Harper,N,Active,01-04-2025,13-04-2025,UK,sean31@example.org,-7708,0.45,13-04-2025 00:00,cisnerosveronica
C1210,Valerie Francis,N,Offboarded,30-06-2024,12-08-2024,Australia,jasongentry@example.com,(449)572-1626,0.35,12-08-2024 00:00,daniel66
C1211,Janice Owens,Y,Offboarded,18-08-2024,11-03-2024,India,andrew49@example.net,001-599-668-3328,0.86,11-03-2024 00:00,travisyoung
C1212,Robert Lewis,Y,Inactive,05-08-2024,29-11-2024,Canada,reyesapril@example.com,001-764-803-7770x397,0.23,29-11-2024 00:00,terri98
C1213,Joseph Stone,Y,Offboarded,13-06-2024,27-03-2025,Germany,msimmons@example.com,+1-813-487-5282x561,0.58,27-03-2025 00:00,thompsonedward
C1214,Jacob Robinson Jr.,Y,Active,24-01-2024,20-03-2025,UK,mckenzieelizabeth@example.net,-10253,0.78,20-03-2025 00:00,btanner
C1215,Adrian Martin,N,Active,15-04-2025,03-04-2025,Canada,elizabethrobertson@example.org,842.697.1912x84783,0.55,03-04-2025 00:00,julie08
C1216,James Hickman,N,Active,07-02-2024,08-09-2024,India,laurapearson@example.org,(783)579-7313x3095,0.33,08-09-2024 00:00,tammyperry
C1217,Robert Jones,N,Inactive,15-06-2025,27-12-2024,USA,thomasmindy@example.org,810.507.1126x247,0.81,27-12-2024 00:00,jessicabright
C1218,Monica Gomez,N,Active,20-02-2025,25-12-2024,USA,jbutler@example.com,563.695.8333x689,0.93,25-12-2024 00:00,karendavis
C1219,Tina Gibson,N,Active,05-07-2024,04-08-2024,Germany,randy67@example.net,-1829,0.75,04-08-2024 00:00,thughes
C1220,Ashley Brown,N,Active,21-03-2025,04-06-2024,UK,amandachung@example.net,001-861-297-6123x0654,0.26,04-06-2024 00:00,walkerpaul
C1221,Sarah Morris,Y,Active,12-01-2024,28-08-2024,USA,bassgeorge@example.net,001-673-248-7787x536,0.22,28-08-2024 00:00,joshua03
C1222,Alejandro King,Y,Inactive,04-08-2024,23-06-2024,Canada,wileysteven@example.org,(731)937-1808x61015,0.81,23-06-2024 00:00,gsanchez
C1223,Marc Davis,Y,Active,22-10-2024,23-09-2024,Australia,sullivanjustin@example.com,339-433-3317,1,23-09-2024 00:00,michele19
C1224,Brenda Gonzalez,N,Offboarded,19-09-2024,04-02-2024,India,taylorstacey@example.net,881.722.1564x26919,0.72,04-02-2024 00:00,rachellopez
C1225,Regina Jackson,Y,Active,31-05-2025,11-11-2024,UK,whitejade@example.net,-2864,0.06,11-11-2024 00:00,conniemartinez
C1226,Christopher Sellers,Y,Inactive,26-05-2025,20-07-2024,Germany,uritter@example.org,8713378107,0.62,20-07-2024 00:00,odonnelladrian
C1227,Robert Reynolds,Y,Inactive,12-04-2024,27-01-2025,UK,abates@example.org,636.602.1132x5659,0.35,27-01-2025 00:00,diana22
C1228,Michael Copeland,Y,Active,22-07-2025,18-08-2024,Canada,victoriapark@example.com,(293)849-1173x87455,0.24,18-08-2024 00:00,jackevans
C1229,James Alexander,Y,Inactive,07-12-2024,02-11-2024,USA,matthewmartin@example.net,767.911.8482x16011,0.05,02-11-2024 00:00,robbinssteven
C1230,Tara Welch,N,Offboarded,01-02-2025,31-01-2024,Canada,tjackson@example.com,350.274.8805x113,0.04,31-01-2024 00:00,mackamy
C1231,Melissa Newman,Y,Inactive,14-01-2024,09-01-2024,USA,danielspatrick@example.com,(388)433-1604x46414,0.66,09-01-2024 00:00,walkerthomas
C1232,Katie Day,Y,Inactive,25-01-2025,09-01-2025,Canada,tylerortiz@example.com,(754)692-5326,0.62,09-01-2025 00:00,matthew40
C1233,Rebecca Wolf,N,Active,16-10-2024,01-09-2024,UK,lopezrose@example.net,(641)206-6109,0.48,01-09-2024 00:00,sbonilla
C1234,Priscilla Anderson,N,Active,18-04-2024,06-02-2025,Canada,kelly17@example.net,(547)871-0023,0.45,06-02-2025 00:00,nsanchez
C1235,Tina Moore,N,Offboarded,16-01-2024,25-09-2024,Canada,samantha99@example.com,676-519-5138x2677,0.83,25-09-2024 00:00,wguerrero
C1236,Lori Gibbs,Y,Offboarded,30-04-2024,30-10-2024,Australia,andrewmcintyre@example.net,(902)688-6466x8633,0.65,30-10-2024 00:00,jessicagrant
C1237,Christina Brooks,Y,Offboarded,31-05-2025,26-04-2025,Germany,kimberlylindsey@example.net,924-357-8489x927,0.35,26-04-2025 00:00,johnmendoza
C1238,Dr. William Hoover,Y,Active,05-12-2024,03-02-2024,USA,rhoffman@example.net,308.278.3491x275,0.23,03-02-2024 00:00,brownmegan
C1239,Melissa Parker,Y,Inactive,03-03-2024,28-10-2024,UK,joshuajones@example.com,(341)545-1908x58603,0.68,28-10-2024 00:00,brittany07
C1240,Jessica Briggs,N,Offboarded,07-12-2024,21-04-2024,USA,joneskevin@example.net,001-530-788-0730,0.02,21-04-2024 00:00,guerrerojoseph
C1241,Robert Martinez,N,Offboarded,25-05-2024,28-03-2024,Canada,sanchezkelly@example.com,(754)805-5533,0.17,28-03-2024 00:00,valdezjill
C1242,Brent Tucker,N,Inactive,05-02-2025,21-03-2025,Canada,awise@example.net,948.885.6520x45327,0.63,21-03-2025 00:00,kennethmcdonald
C1243,Michelle Martinez,N,Active,27-10-2024,12-02-2024,Australia,stacievincent@example.net,-8222,0.93,12-02-2024 00:00,iphillips
C1244,David Smith,N,Active,31-08-2024,25-02-2025,USA,mlee@example.net,958.537.1446x24247,0.52,25-02-2025 00:00,jonesjennifer
C1245,Todd Anderson,N,Offboarded,02-12-2024,01-05-2025,USA,nancygreen@example.net,(952)269-1740x2634,0.46,01-05-2025 00:00,mccoyjay
C1246,Ann Grant,Y,Active,16-02-2025,02-07-2024,Germany,estradajoel@example.org,(632)694-5905,0.27,02-07-2024 00:00,brandon57
C1247,Katie Shelton,Y,Active,05-02-2024,11-07-2024,India,andrea43@example.com,962.664.9608x39048,0.6,11-07-2024 00:00,garyhumphrey
C1248,Jennifer Hubbard,Y,Offboarded,26-10-2024,22-06-2024,USA,ediaz@example.org,+1-397-537-2315x711,0.41,22-06-2024 00:00,lori52
C1249,Jeff Lynn,Y,Inactive,14-06-2025,03-02-2024,Canada,brookssabrina@example.com,385.277.8916x8163,0.42,03-02-2024 00:00,brobinson
C1250,Christian Turner,N,Inactive,15-01-2024,06-08-2024,Germany,ahansen@example.net,001-726-711-9055x16223,0.35,06-08-2024 00:00,jenkinsmarilyn
C1251,Jamie Floyd,Y,Inactive,09-03-2025,01-01-2024,Canada,morenocurtis@example.org,(403)208-3067,0.86,01-01-2024 00:00,kimsean
C1252,Cindy Martinez,Y,Offboarded,25-05-2025,28-10-2024,Canada,meyerjoshua@example.com,001-274-931-4117x651,0.32,28-10-2024 00:00,thouston
C1253,Katherine Duncan,N,Active,26-04-2024,10-08-2024,UK,emily25@example.org,001-602-530-8569x70112,0.59,10-08-2024 00:00,sabrinarowe
C1254,Ronald Little,N,Inactive,17-03-2025,23-12-2024,UK,strujillo@example.com,(444)373-2140,0.63,23-12-2024 00:00,johnsonmarc
C1255,Joseph Mcclain,N,Inactive,17-04-2025,12-04-2025,UK,betty57@example.org,+1-257-773-8610x02450,0.14,12-04-2025 00:00,pmitchell
C1256,Audrey Baker,N,Inactive,11-04-2024,05-01-2025,UK,katiebrown@example.org,001-456-440-4032x5800,0.85,05-01-2025 00:00,lisajones
C1257,Pamela Mendez,Y,Offboarded,22-06-2025,10-07-2024,Canada,hpeck@example.org,(849)970-9368,0.92,10-07-2024 00:00,hdavis
C1258,Amanda Moreno,N,Inactive,28-06-2025,06-12-2024,USA,ablake@example.net,+1-611-917-1539x3423,0.73,06-12-2024 00:00,wernerjohn
C1259,Jordan Goodwin,Y,Active,23-03-2024,09-11-2024,India,tamaramiller@example.com,-4781,0.2,09-11-2024 00:00,sandersfrank
C1260,Anthony Fields,N,Active,03-07-2024,02-02-2024,Canada,fgreen@example.net,(486)780-0640x1419,0.56,02-02-2024 00:00,ztate
C1261,Stephanie Smith,Y,Offboarded,16-05-2025,07-02-2025,India,johnsonfrank@example.net,698.484.1644x88115,0.83,07-02-2025 00:00,collinsalexis
C1262,Karen Bradley,Y,Active,09-05-2024,13-08-2024,Germany,evansdavid@example.org,852-248-0719x5886,0.11,13-08-2024 00:00,peter17
C1263,Andrew Evans,N,Inactive,29-07-2024,09-03-2024,India,mcculloughlauren@example.net,(267)939-0653,0.31,09-03-2024 00:00,georgeguerra
C1264,Patrick Holt,N,Inactive,13-03-2024,19-01-2024,USA,dianawilliams@example.net,001-463-890-3689x9802,0.75,19-01-2024 00:00,humphreyjulie
C1265,Katrina Duke,Y,Offboarded,03-05-2024,30-10-2024,Germany,irios@example.com,001-579-732-9854,0.88,30-10-2024 00:00,alicia58
C1266,Paula Tanner,Y,Offboarded,09-04-2024,16-03-2025,India,tanya24@example.org,(840)286-2454x257,0.81,16-03-2025 00:00,marksmith
C1267,Loretta Cruz,Y,Offboarded,21-06-2025,25-05-2024,Germany,staceyhuynh@example.com,243.292.7578,0.22,25-05-2024 00:00,kennethcastro
C1268,Deborah Carroll,Y,Active,06-07-2024,13-08-2024,Germany,jobrien@example.org,826-598-8049x260,0.12,13-08-2024 00:00,thomasbruce
C1269,Dr. Katherine Roman,Y,Inactive,04-01-2025,21-01-2025,India,lebetty@example.net,488-302-1999,0.93,21-01-2025 00:00,johnsonjoshua
C1270,Alexandra Parker,N,Inactive,26-05-2024,26-03-2025,Germany,elizabethbrennan@example.net,530-525-1793,0.42,26-03-2025 00:00,howellmatthew
C1271,Adrian Mueller,Y,Offboarded,03-02-2025,16-11-2024,Canada,williamsbrian@example.org,001-234-284-1903,0.23,16-11-2024 00:00,gsmith
C1272,Dwayne Martinez,N,Inactive,03-06-2025,22-05-2024,Canada,haydenshannon@example.net,636.647.4011,0.27,22-05-2024 00:00,william03
C1273,Judith Horne,Y,Active,12-07-2024,23-04-2025,Canada,smithkimberly@example.net,338.230.8951x96889,0.47,23-04-2025 00:00,ybonilla
C1274,Dana Gonzalez,Y,Offboarded,19-01-2024,15-01-2024,Australia,alvaradogina@example.com,425-596-4470x7528,0.2,15-01-2024 00:00,curtisfritz
C1275,Joshua Reyes,Y,Active,08-03-2024,08-11-2024,UK,hmann@example.org,+1-970-513-3431x16815,0.92,08-11-2024 00:00,kflores
C1276,Regina Moran,N,Active,21-04-2024,24-06-2024,India,thomasbrown@example.org,812-351-6088,0.68,24-06-2024 00:00,gonzalezdanielle
C1277,Barbara Gallagher,Y,Inactive,26-06-2024,18-01-2025,Germany,lewisnichole@example.net,279.681.2403,0.97,18-01-2025 00:00,ariasjason
C1278,Kelly Woods,Y,Offboarded,04-12-2024,23-01-2025,Australia,williamrichardson@example.com,200.626.2920x75863,0.79,23-01-2025 00:00,andersoneric
